tweet_id,category
1772571888641827292,digital-influential
1771171991757684982,religious-referential
1771119452005847249,religious-referential
1770794734807658498,unclassified
1770767935046291732,digital-influential
1770458540089500066,unclassified
1770443090127474966,diplomatic-relational
1770422334785978541,diplomatic-relational
1770101189574537480,diplomatic-relational
1770058497608032661,religious-referential
1769718642894135393,diplomatic-relational
1768673199535865872,religious-referential
1768670822242074870,diplomatic-relational
1766108554895802625,religious-referential
1766100857404178935,diplomatic-relational
1766061425640771794,unclassified
1765389478342873495,diplomatic-relational
1765315930907611159,digital-influential
1764663540336447808,religious-referential
1763492099679232168,religious-referential
1762806759993856084,diplomatic-relational
1762769090987299286,religious-referential
1762490715257364739,religious-referential
1761048666175844412,diplomatic-relational
1760225041462022228,unclassified
1759896062947438768,unclassified
1757726919619953086,unclassified
1757339821591101866,unclassified
1757057152932266197,religious-referential
1755972066627440923,religious-referential
1755917782007402524,religious-referential
1755902730357399624,diplomatic-relational
1755883221546394093,unclassified
1755606891953328333,diplomatic-relational
1747167389937017171,religious-referential
1745735920530120850,religious-referential
1745004399997440371,unclassified
1744675803948884422,unclassified
1744277819322941629,diplomatic-relational
1742141387649269950,religious-referential
1740748538748047562,religious-referential
1740320109464588490,religious-referential
1739554532361744417,unclassified
1739199742993723589,diplomatic-relational
1737489184250597714,religious-referential
1735577486111461604,religious-referential
1735234267007815791,religious-referential
1734902737291108607,religious-referential
1734874052060131506,religious-referential
1734569336142967211,digital-influential
1733075682270347411,diplomatic-relational
1732409283361255679,religious-referential
1730538272051417556,religious-referential
1730211411626795361,religious-referential
1727651112944074868,unclassified
1727649798537220157,unclassified
1727344776607899777,religious-referential
1726956964922728651,diplomatic-relational
1722633494491435125,religious-referential
1721895423731028257,unclassified
1721296072822096160,religious-referential
1717847817622823059,diplomatic-relational
1714296415889785291,digital-influential
1712113737518231585,unclassified
1712111904523485458,religious-referential
1707043016311972294,religious-referential
1700836810857828528,religious-referential
1699707371407221096,religious-referential
1699411397942149241,digital-influential
1697562515465453578,diplomatic-relational
1696171800596500685,religious-referential
1696149481807298700,religious-referential
1694314615532929045,unclassified
1693961395140747709,unclassified
1693959847933534286,religious-referential
1691839893108895940,unclassified
1689641933034205184,unclassified
1666043822755790854,digital-influential
1666000879252647937,diplomatic-relational
1664277581938688004,digital-influential
1659182888779231233,diplomatic-relational
1659179289302949890,diplomatic-relational
1648672467739725825,unclassified
1648619645044240384,religious-referential
1648618955588661250,religious-referential
1646481839148630018,religious-referential
1644316426793021443,unclassified
1644311576030113793,unclassified
1644307305784016896,religious-referential
1641187237785223170,unclassified
1639356289191927822,diplomatic-relational
1639252166983442432,religious-referential
1638914631417602051,religious-referential
1638642621483474944,unclassified
1638632790093713409,diplomatic-relational
1638193818930495489,unclassified
1637819978798755843,unclassified
1637818490433282049,religious-referential
1635639075746054145,religious-referential
1633473121624772610,diplomatic-relational
1282703395904724994,religious-referential
1263263684509552640,religious-referential
1260481689832378369,unclassified
1260472708263038976,religious-referential
1260470061552328704,unclassified
1260194412463882246,religious-referential
1259828246595751938,religious-referential
1258365749363605508,unclassified
1258363585891360770,unclassified
1255835220005265408,unclassified
1255128525251592193,religious-referential
1254759992881750021,digital-influential
1253419890225999874,unclassified
1253226586243059713,diplomatic-relational
1252942551277068289,unclassified
1252939937311318016,religious-referential
1252935242534584321,unclassified
1252922463517802496,diplomatic-relational
1252601085111533570,religious-referential
1250803319553036288,unclassified
1250394603150348288,diplomatic-relational
1250031257096015874,diplomatic-relational
1249692312273289216,unclassified
1248600220520382464,religious-referential
1247908448135794688,unclassified
1247548507008962561,unclassified
1247145810783059968,religious-referential
1245725328351342593,religious-referential
1245723259104002054,diplomatic-relational
1245325462429143040,unclassified
1244941665145585670,digital-influential
1244599915482886146,digital-influential
1244587675790774273,religious-referential
1244570343391535105,religious-referential
1243563486602461187,digital-influential
1243562252340539400,digital-influential
1242673252901756929,digital-influential
1242541951876022278,diplomatic-relational
1242470155667546112,digital-influential
1242467216701833218,digital-influential
1242097969593225216,religious-referential
1242093436775337991,diplomatic-relational
